filename,mae_mse,mae_vgg,mae_resnet
AnhHungNguyenTrungTruc_Ep02_2012_01227.jpg,3.158841,3.217428,3.161857
AnhHungNguyenTrungTruc_Ep02_2012_01239.jpg,3.024155,3.1506298,3.324099
AnhHungNguyenTrungTruc_Ep02_2012_01242.jpg,3.3293076,3.2040815,3.1877525
AnhHungNguyenTrungTruc_Ep02_2012_01247.jpg,3.5125358,4.034565,3.7720158
AnhHungNguyenTrungTruc_Ep02_2012_01276.jpg,4.1509023,4.7409387,4.158715
AnhHungNguyenTrungTruc_Ep02_2012_01287.jpg,4.417962,4.714857,4.401766
AnhHungNguyenTrungTruc_Ep02_2012_01289.jpg,4.1817203,4.966963,4.5090613
AnhHungNguyenTrungTruc_Ep02_2012_01315.jpg,4.167258,4.6550407,3.9593499
AnhHungNguyenTrungTruc_Ep02_2012_01321.jpg,4.0067496,4.3337584,4.111162
AnhHungNguyenTrungTruc_Ep02_2012_01337.jpg,3.0151932,3.2199657,2.9918354
AnhHungNguyenTrungTruc_Ep02_2012_01340.jpg,3.8447266,4.9671955,4.0932918
AnhHungNguyenTrungTruc_Ep02_2012_01345.jpg,3.0129013,3.2673721,2.8184657
AnhHungNguyenTrungTruc_Ep02_2012_01354.jpg,4.014542,4.9428344,4.1719546
AnhHungNguyenTrungTruc_Ep02_2012_01366.jpg,2.693964,2.8918872,2.6009712
AnhHungNguyenTrungTruc_Ep02_2012_01371.jpg,3.122595,3.3875823,3.5179567
AnhHungNguyenTrungTruc_Ep02_2012_01387.jpg,3.3058898,4.2491827,3.493038
AnhHungNguyenTrungTruc_Ep02_2012_01395.jpg,4.282871,4.3834834,4.5375013
AnhHungNguyenTrungTruc_Ep02_2012_01396.jpg,2.7338767,4.2462997,3.0795002
AnhHungNguyenTrungTruc_Ep02_2012_01405.jpg,3.9686704,4.444376,4.2304955
AnhHungNguyenTrungTruc_Ep02_2012_01445.jpg,6.180505,8.937181,7.116802
AnhHungNguyenTrungTruc_Ep02_2012_01450.jpg,3.800728,4.2502394,4.018023
AnhHungNguyenTrungTruc_Ep02_2012_01484.jpg,2.4340322,3.3567975,2.4359255
AnhHungNguyenTrungTruc_Ep02_2012_01489.jpg,4.920334,4.9069743,5.025105
AnhHungNguyenTrungTruc_Ep02_2012_01493.jpg,4.929262,5.0652833,4.8708415
AnhHungNguyenTrungTruc_Ep02_2012_01499.jpg,4.5192523,4.9098907,5.088535
AnhHungNguyenTrungTruc_Ep02_2012_01504.jpg,6.632507,7.543128,7.560108
AnhHungNguyenTrungTruc_Ep02_2012_01530.jpg,2.651985,3.478994,2.512888
AnhHungNguyenTrungTruc_Ep02_2012_01544.jpg,6.0908537,7.1471953,6.4582667
AnhHungNguyenTrungTruc_Ep02_2012_01545.jpg,6.356638,7.2713513,6.973965
AnhHungNguyenTrungTruc_Ep02_2012_01546.jpg,6.4466214,6.803319,6.913106
AnhHungNguyenTrungTruc_Ep02_2012_01549.jpg,4.6299095,4.617247,4.627604
AnhHungNguyenTrungTruc_Ep02_2012_01557.jpg,4.1717753,4.8773518,3.939699
AnhHungNguyenTrungTruc_Ep02_2012_01560.jpg,3.6182172,4.4492254,4.4222603
AnhHungNguyenTrungTruc_Ep02_2012_01564.jpg,4.7753506,4.822053,4.7708864
AnhHungNguyenTrungTruc_Ep02_2012_01568.jpg,7.2472897,7.3887186,6.9446216
